value,emory_probability,nu_probability,ohsu_probability,rush_probability
0.7,,,0.37530247238295633,
0.71,,,0.37603892688058915,
0.72,,,0.3773540241977906,
0.73,,,0.37840610205155184,
0.74,,,0.37932667017359284,
0.75,,,0.38022093634928983,
0.76,,,0.38085218306154656,
0.77,,,0.38166754339821146,
0.78,,,0.3825881115202525,
0.79,,,0.3832982640715413,
0.8,,,0.38408732246186217,
0.81,,,0.38469226722777483,
0.82,,,0.38532351394003156,
0.83,,,0.38613887427669646,
0.84,,,0.3868490268279853,
0.85,,,0.3876906891109942,
0.86,,,0.38850604944765915,
0.87,,,0.3892162019989479,
0.88,,,0.38995265649658073,
0.89,,,0.3905049973698054,
0.9,,,0.3912151499210942,
0.91,,,0.3921094160967912,
0.92,,,0.39289847448711207,
0.93,,,0.39379274066280906,
0.94,,,0.3943976854287217,
0.95,,,0.3950026301946344,
0.96,,,0.3956075749605471,
0.97,,,0.3961599158337717,
0.98,,,0.3967911625460284,
0.99,,,0.3975013150973172,
1.0,,,0.39823776959495005,
1.01,,,0.39881641241451865,
1.02,,,0.3993950552340873,
1.03,,,0.3998421883219358,
1.04,,,0.4002104155707522,
1.05,,,0.40068385060494477,
1.06,,,0.40123619147816936,
1.07,,,0.4017359284587059,
1.08,,,0.40210415570752234,
1.09,,,0.40263019463440297,
1.1,,,0.4031036296685955,
1.11,,,0.40355076275644397,
1.12,,,0.40394529195160445,
1.13,,,0.4045502367175171,
1.14,,,0.4051814834297738,
1.15,,,0.40565491846396634,
1.16,,,0.4063387690689111,
1.17,,,0.40673329826407156,
1.18,,,0.4073119410836402,
1.19,,,0.4077590741714887,
1.2,,,0.4082851130983693,
1.21,,,0.4086796422935297,
1.22,,,0.4092056812204103,
1.23,,,0.40967911625460285,
1.24,,,0.4103629668595476,
1.25,,,0.41083640189374016,
1.26,,,0.4111783271962125,
1.27,,,0.41180957390846923,
1.28,,,0.41215149921094163,
1.29,,,0.41288795370857445,
1.3,,,0.4133087848500789,
1.31,,,0.41388742766964753,
1.32,,,0.4142030510257759,
1.33,,,0.41467648605996843,
1.34,,,0.415149921094161,
1.35,,,0.4156496580746975,
1.36,,,0.41612309310889006,
1.37,,,0.41691215149921096,
1.38,,,0.41728037874802737,
1.39,,,0.4176486059968438,
1.4,,,0.4179379274066281,
1.41,,,0.41825355076275644,
1.42,,,0.41859547606522884,
1.43,,,0.4191741188847975,
1.44,,,0.41948974224092583,
1.45,,,0.41996317727511834,
1.46,,,0.4204366123093109,
1.47,,,0.42075223566543923,
1.48,,,0.42119936875328773,
1.49,,,0.42143608627038404,
1.5,,,0.42180431351920045,
1.51,,,0.42227774855339295,
1.52,,,0.42264597580220936,
1.53,,,0.4230405049973698,
1.54,,,0.4234087322461862,
1.55,,,0.4237506575486586,
1.56,,,0.424092582851131,
1.57,,,0.4245397159389795,
1.58,,,0.4248027354024198,
1.59,,,0.4251972645975802,
1.6,,,0.42540768016833247,
1.61,,,0.42585481325618096,
1.62,,,0.4262230405049974,
1.63,,,0.4265386638611257,
1.64,,,0.4268542872172541,
1.65,,,0.4272488164124145,
1.66,,,0.4275907417148869,
1.67,,,0.4280378748027354,
1.68,,,0.42843240399789584,
1.69,,,0.42877432930036824,
1.7,,,0.4290899526564966,
1.71,,,0.429484481851657,
1.72,,,0.42969489742240924,
1.73,,,0.43001052077853763,
1.74,,,0.43040504997369805,
1.75,,,0.43085218306154655,
1.76,,,0.4310362966859548,
1.77,,,0.4313256180957391,
1.78,,,0.4317727511835876,
1.79,,,0.43208837453971594,
1.8,,,0.43248290373487636,
1.81,,,0.43287743293003683,
1.82,,,0.43335086796422934,
1.83,,,0.4334297738032614,
1.84,,,0.43371909521304575,
1.85,,,0.4340084166228301,
1.86,,,0.4343503419253025,
1.87,,,0.4346659652814308,
1.88,,,0.4349026827985271,
1.89,,,0.43513940031562337,
1.9,,,0.4355339295107838,
1.91,,,0.4359021567596002,
1.92,,,0.43621778011572854,
1.93,,,0.4363492898474487,
1.94,,,0.43682272488164126,
1.95,,,0.4371383482377696,
1.96,,,0.437480273540242,
1.97,,,0.4378748027354024,
1.98,,,0.43808521830615466,
1.99,,,0.4384797475013151,
2.0,,0.012141499531928172,0.4387690689110994,
2.01,,,0.4390057864281957,
2.02,,,0.4393740136770121,
2.03,,,0.4396370331404524,
2.04,,,0.4399526564965808,
2.05,,,0.4402945817990531,
2.06,,,0.44058390320883745,
2.07,,,0.4407943187795897,
2.08,,,0.44103103629668594,
2.09,,,0.44132035770647027,
2.1,,,0.4415570752235665,
2.11,,,0.4418726985796949,
2.12,,,0.4422409258285113,
2.13,,,0.4425039452919516,
2.14,,,0.4427143608627038,
2.15,,,0.442872172540768,
2.16,,,0.4431088900578643,
2.17,,,0.4435823250920568,
2.18,,,0.44381904260915306,
2.19,,,0.4440820620725934,
2.2,,,0.4443713834823777,
2.21,,,0.4444765912677538,
2.22,,,0.4447922146238822,
2.23,,,0.44505523408732245,
2.24,,,0.4452656496580747,
2.25,,,0.44550236717517094,
2.26,,,0.4456075749605471,
2.27,,,0.44579168858495527,
2.28,,,0.44613361388742767,
2.29,,,0.44631772751183585,
2.3,,,0.44655444502893216,
2.31,,,0.4467911625460284,
2.32,,,0.44708048395581274,
2.33,,,0.44734350341925305,
2.34,,,0.4476328248290373,
2.35,,,0.44786954234613363,
2.36,,,0.44818516570226197,
2.37,,,0.4484218832193582,
2.38,,,0.44863229879011046,
2.39,,,0.4488690163072067,
2.4,,0.012155683526708462,0.44902682798527094,
2.41,,,0.4491846396633351,
2.42,,,0.44947396107311943,
2.43,,,0.4497106785902157,
2.44,,,0.4499210941609679,
2.45,,,0.4500789058390321,
2.46,,,0.4501841136244082,
2.47,,,0.4504208311415045,
2.48,,,0.45076275644397684,
2.49,,,0.4509994739610731,
2.5,,,0.4512624934245134,
2.51,,,0.45139400315623357,
2.52,,,0.45155181483429774,
2.53,,,0.4517096265123619,
2.54,,,0.45199894792214623,
2.55,,,0.45228826933193056,
2.56,,,0.4526038926880589,
2.57,,,0.45278800631246713,
2.58,,,0.45312993161493953,
2.59,,,0.4533666491320358,
2.6,,0.012169867521488752,0.45360336664913203,
2.61,,,0.4538400841662283,
2.62,,,0.4541557075223567,
2.63,,,0.4542872172540768,
2.64,,,0.454497632824829,
2.65,,,0.4546554445028932,
2.66,,,0.4548921620199895,
2.67,,,0.4549973698053656,
2.68,,,0.45515518148342976,
2.69,,,0.455391899000526,
2.7,,,0.45560231457127826,0.00019501413852504305
2.71,,,0.4557075223566544,
2.72,,,0.45604944765912675,
2.73,,,0.456207259337191,
2.74,,,0.4563387690689111,
2.75,,,0.4566017885323514,
2.76,,,0.4567859021567596,
2.77,,,0.4568911099421357,
2.78,,,0.457127827459232,
2.79,,,0.45720673329826406,
2.8,,,0.4573382430299842,0.0006175447719959697
2.81,,,0.4574960547080484,
2.82,,,0.4576801683324566,
2.83,,,0.4578116780641768,
2.84,,,0.458048395581273,
2.85,,,0.4581799053129932,
2.86,,,0.4584692267227775,
2.87,,,0.4586796422935297,
2.88,,,0.458916359810626,
2.89,,,0.45917937927406627,
2.9,,,0.45933719095213044,0.0007800565541001722
2.91,,,0.45949500263019466,
2.92,,,0.45978432403997893,
2.93,,,0.45996843766438716,
2.94,,,0.4601525512887954,
2.95,,,0.46044187269857967,
2.96,,,0.4606259863229879,
2.97,,,0.46081009994739613,
2.98,,,0.4609679116254603,
2.99,,,0.46123093108890056,
3.0,0.0078125,0.018311537261354288,0.4648079957916886,0.0010075730490460557
3.01,,,0.46504471330878483,
3.02,,,0.46528143082588114,
3.03,,,0.46541294055760124,
3.04,,,0.46557075223566546,
3.05,,,0.46567596002104156,
3.06,,,0.46575486586007364,
3.07,,,0.4659915833771699,
3.08,,,0.46614939505523406,
3.09,,,0.4662283008942662,
3.1,,,0.4663072067332983,0.0012350895439919394
3.11,,,0.46654392425039454,
3.12,,,0.4667806417674908,
3.13,,,0.46691215149921095,
3.14,,,0.4671225670699632,
3.15,,,0.46728037874802736,
3.16,,,0.4674381904260915,
3.17,,,0.46772751183587585,
3.18,,,0.46780641767490794,
3.19,,,0.46788532351394,
3.2,,,0.4680431351920042,0.001657620177462866
3.21,,,0.46814834297738034,
3.22,,,0.4684902682798527,
3.23,,,0.468726985796949,
3.24,,,0.46891109942135717,
3.25,,,0.46904260915307733,
3.26,,,0.4691741188847975,
3.27,,,0.46922672277748556,
3.28,,,0.46925302472382957,
3.29,,,0.4694634402945818,
3.3,,,0.46967385586533406,0.001787629603146228
3.31,,,0.46975276170436614,
3.32,,,0.46985796948974223,
3.33,,,0.47004208311415047,
3.34,,,0.47012098895318255,
3.35,,,0.47030510257759073,
3.36,,,0.47051551814834297,
3.37,,,0.47067332982640714,
3.38,,,0.4708048395581273,
3.39,,,0.4710678590215676,
3.4,,,0.4712256706996318,0.0019501413852504306
3.41,,,0.47127827459231986,
3.42,,,0.4713308784850079,
3.43,,,0.47164650184113627,
3.44,,,0.47177801157285637,
3.45,,,0.47190952130457653,
3.46,,,0.4721462388216728,
3.47,,,0.47225144660704893,
3.48,,,0.4724355602314571,
3.49,,,0.47256706996317727,
3.5,,,0.4726985796948974,0.002925212077875646
3.51,,,0.4727774855339295,
3.52,,,0.4729352972119937,
3.53,,,0.47306680694371384,
3.54,,,0.4733035244608101,
3.55,,,0.47343503419253025,
3.56,,,0.4734876380852183,
3.57,,,0.4736191478169385,
3.58,,,0.47377695949500265,
3.59,,,0.47388216728037874,
3.6,,,0.474092582851131,0.004322813403971788
3.61,,,0.47417148869016307,
3.62,,,0.4743556023145713,
3.63,,,0.4745397159389795,
3.64,,,0.47469752761704365,
3.65,,,0.4748816412414519,
3.66,,,0.47501315097317204,
3.67,,,0.47530247238295636,
3.68,,,0.4756180957390847,
3.69,,,0.47574960547080486,
3.7,,0.01832572125613458,0.47585481325618095,0.005232879383755322
3.71,,,0.4761704366123093,
3.72,,,0.4763282482903735,
3.73,,,0.4764860599684377,
3.74,,,0.47672277748553393,
3.75,,,0.4769068911099421,
3.76,,,0.47711730668069435,
3.77,,,0.47738032614413467,
3.78,,,0.47745923198316675,
3.79,,,0.477643345607575,
3.8,,,0.4777748553392951,0.006045438294276335
3.81,,,0.47798527091004733,
3.82,,,0.47816938453445557,
3.83,,,0.47827459231983166,
3.84,,,0.4783798001052078,
3.85,,,0.47861651762230406,
3.86,,,0.47872172540768015,
3.87,,,0.4788532351394003,
3.88,,,0.4790110468174645,
3.89,,,0.47914255654918464,
3.9,,0.01833990525091487,0.47916885849552865,0.007118016056164072
3.91,,,0.4793792740662809,
3.92,,,0.47943187795896897,
3.93,,,0.47958968963703313,
3.94,,,0.4798001052077854,
3.95,,,0.47995791688584954,
3.96,,,0.4800631246712257,
3.97,,,0.4801946344029458,
3.98,,,0.48032614413466596,
3.99,,,0.4804576538663861,
4.0,0.018760451505016724,0.027658789821565347,0.4837190952130458,0.008158091461630969
4.01,,,0.48387690689110996,
4.02,,,0.4840873224618622,
4.03,,,0.4841662283008943,
4.04,,,0.4842188321935823,
4.05,,,0.48432403997895845,
4.06,,,0.4845344555497107,
4.07,,,0.4846659652814308,
4.08,,,0.484823776959495,
4.09,,,0.4849815886375592,
4.1,,,0.4850604944765913,0.009328176292781227
4.11,,,0.48513940031562336,
4.12,,,0.4852709100473435,
4.13,,,0.4854287217254077,
4.14,,,0.48556023145712784,
4.15,,,0.485718043135192,
4.16,,,0.48584955286691217,
4.17,,,0.48603366649132035,
4.18,,,0.4861388742766965,
4.19,,,0.4862440820620726,
4.2,,0.027672973816345637,0.48640189374013676,0.010108232846881398
4.21,,,0.4865071015255129,
4.22,,,0.4866912151499211,
4.23,,,0.48674381904260916,
4.24,,,0.48690163072067333,
4.25,,,0.4871383482377696,
4.26,,,0.4873224618621778,
4.27,,,0.4875854813256181,
4.28,,,0.4876906891109942,
4.29,,,0.4878748027354024,
4.3,,0.027687157811125924,0.4879274066280905,0.011278317678031658
4.31,,,0.4881115202524987,
4.32,,,0.4882167280378748,
4.33,,,0.48842714360862705,
4.34,,,0.48853235139400314,
4.35,,,0.48876906891109945,
4.36,,,0.48897948448185163,
4.37,,,0.48913729615991586,
4.38,,,0.48924250394529195,
4.39,,,0.4893740136770121,
4.4,,,0.4895318253550763,0.012350895439919395
4.41,,,0.48961073119410836,
4.42,,,0.48976854287217253,
4.43,,,0.49003156233561285,
4.44,,,0.490163072067333,
4.45,,,0.490189374013677,
4.46,,,0.4903471856917412,
4.47,,,0.49050499736980535,
4.48,,,0.4906365071015255,
4.49,,,0.49082062072593374,
4.5,,,0.49092582851130984,0.013163454350440407
4.51,,,0.49103103629668593,
4.52,,,0.49126775381378224,
4.53,,,0.49137296159915833,
4.54,,,0.4915044713308785,
4.55,,,0.4915833771699106,
4.56,,,0.49171488690163073,
4.57,,,0.4918200946870068,
4.58,,,0.491925302472383,
4.59,,,0.491977906365071,
4.6,,0.027701341805906214,0.4922409258285113,0.013813501478857217
4.61,,,0.4923461336138874,
4.62,,,0.49245134139926355,
4.63,,,0.4926091530773277,
4.64,,,0.4927406628090479,
4.65,,,0.49281956864807996,
4.66,,,0.49297738032614413,
4.67,,,0.4931351920042083,
4.68,,,0.49334560757496054,
4.69,,,0.4934771173066807,
4.7,,0.027715525800686504,0.4935823250920568,0.014918581597165794
4.71,,,0.49368753287743294,
4.72,,,0.4938453445554971,
4.73,,,0.49397685428721727,
4.74,,,0.49405576012624935,
4.75,,,0.49416096791162545,
4.76,,,0.4942924776433456,
4.77,,,0.49442398737506577,
4.78,,,0.49460810099947394,
4.79,,,0.4947133087848501,
4.8,,0.027729709795466795,0.49487112046291426,0.015633633438424287
4.81,,,0.49495002630194634,
4.82,,,0.49505523408732244,
4.83,,,0.4951341399263546,
4.84,,,0.49521304576538666,
4.85,,,0.49529195160441875,
4.86,,,0.49539715938979484,
4.87,,,0.4954760652288269,
4.88,,,0.495528669121515,
4.89,,,0.495554971067859,
4.9,,,0.4956338769068911,0.016576201774628662
4.91,,,0.49573908469226724,
4.92,,,0.4959758022093635,
4.93,,,0.4960810099947396,
4.94,,,0.4961599158337717,
4.95,,,0.4962651236191478,
4.96,,,0.4963703314045239,
4.97,,,0.49652814308258814,
4.98,,,0.49663335086796423,
4.99,,,0.49684376643871647,
5.0,0.028767767558528428,0.038240049927661626,0.5010257759074171,0.017453765397991355
5.01,,,0.5011309836927933,
5.02,,,0.5012624934245135,
5.03,,,0.5013150973172015,
5.04,,,0.5013940031562336,
5.05,,,0.5014992109416097,
5.06,,,0.5015518148342978,
5.07,,,0.5016044187269858,
5.08,,,0.501735928458706,
5.09,,,0.5018411362440821,
5.1,,,0.5020515518148343,0.01842883609061657
5.11,,,0.5021830615465545,
5.12,,,0.5023408732246186,
5.14,,,0.5023671751709626,
5.15,,,0.5025249868490268,
5.16,,,0.502630194634403,
5.17,,,0.5028406102051551,
5.18,,,0.5029458179905313,
5.19,,,0.5030510257759074,
5.2,,0.03825423392244191,0.5031825355076276,0.01911138557545422
5.21,,,0.5032614413466596,
5.22,,,0.5034192530247238,
5.23,,,0.5034981588637559,
5.24,,,0.5036033666491321,
5.25,,,0.5037874802735403,
5.26,,,0.5038663861125723,
5.27,,,0.5038926880589164,
5.28,,,0.5039978958442924,
5.29,,,0.5041031036296686,
5.3,,0.03826841791722221,0.5041557075223566,0.019956446842396072
5.31,,,0.5041820094687007,
5.32,,,0.5042346133613888,
5.33,,,0.5043924250394529,
5.34,,,0.5044976328248291,
5.35,,,0.5046028406102051,
5.36,,,0.5046817464492372,
5.37,,,0.5047606522882694,
5.38,,,0.5048395581273014,
5.39,,,0.5049973698053656,
5.4,,0.03829678590678279,0.5051288795370857,0.020638996327233726
5.41,,,0.5052340873224619,
5.42,,,0.5053392951078379,
5.43,,,0.5054971067859022,
5.44,,,0.5055760126249342,
5.45,,,0.5056549184639664,
5.46,,,0.5057338243029984,
5.47,,,0.5059179379274066,
5.48,,,0.5060494476591267,
5.49,,,0.5061020515518149,
5.5,,,0.5061809573908469,0.021451555237754737
5.51,,,0.506233561283535,
5.52,,,0.5063124671225671,
5.53,,,0.5065491846396634,
5.54,,,0.5066017885323514,
5.55,,,0.5066806943713835,
5.56,,,0.5068122041031037,
5.57,,,0.5069174118884797,
5.58,,,0.5069700157811678,
5.59,,,0.5070752235665439,
5.6,,0.038310969901563074,0.507154129405576,0.02226411414827575
5.61,,,0.507206733298264,
5.62,,,0.5073382430299842,
5.63,,,0.5074434508153604,
5.64,,,0.5074697527617044,
5.65,,,0.5076801683324565,
5.66,,,0.5078116780641767,
5.67,,,0.5079431877958969,
5.68,,,0.508074697527617,
5.69,,,0.5082325092056812,
5.7,,,0.5082851130983693,0.023239184840900966
5.71,,,0.5084955286691215,
5.72,,,0.5086007364544977,
5.73,,,0.5087848500789058,
5.74,,,0.508863755917938,
5.75,,,0.508968963703314,
5.76,,,0.5090478695423462,
5.77,,,0.5091530773277223,
5.78,,,0.5093108890057865,
5.79,,,0.5093897948448185,
5.8,,,0.5095213045765387,0.0239867390385803
5.81,,,0.5095739084692267,
5.82,,,0.5096791162546028,
5.83,,,0.509758022093635,
5.84,,,0.509836927932667,
5.85,,,0.509863229879011,
5.86,,,0.5099158337716991,
5.87,,,0.5099947396107312,
5.88,,,0.5100999473961073,
5.89,,,0.5102051551814835,
5.9,,0.038339337891123655,0.5103103629668595,0.024539279097734585
5.91,,,0.5104418726985797,
5.92,,,0.5104944765912678,
5.93,,,0.5105996843766438,
5.94,,,0.51070489216202,
5.95,,,0.5108100999473961,
5.96,,,0.5109416096791163,
5.97,,,0.5110205155181483,
5.98,,,0.5112046291425566,
5.99,,,0.5112835349815886,
6.0,0.04112667224080267,0.0485518141329324,0.516149395055234,0.025254330938993076
6.01,,,0.5162546028406102,
6.02,,,0.5163072067332982,
6.03,,,0.5164124145186744,
6.04,,,0.5165176223040505,
6.05,,,0.5166228300894267,
6.06,,,0.5167280378748027,
6.07,,,0.5168069437138348,
6.08,,,0.5168858495528669,
6.09,,,0.516964755391899,
6.1,,0.04856599812771269,0.5170699631772752,0.026261903988039133
6.11,,,0.5171225670699632,
6.12,,,0.5171751709626512,
6.13,,,0.5172277748553393,
6.14,,,0.5172803787480273,
6.15,,,0.5173592845870595,
6.16,,,0.5174381904260915,
6.17,,,0.5174907943187795,
6.18,,,0.5175170962651237,
6.19,,,0.5176223040504997,
6.2,,,0.5177275118358758,0.027009458185718465
6.21,,,0.5177801157285639,
6.22,,,0.517859021567596,
6.23,,,0.5179642293529721,
6.24,,,0.5180168332456602,
6.25,,,0.5181220410310363,
6.26,,,0.5181746449237243,
6.27,,,0.5182535507627565,
6.28,,,0.5182798527091005,
6.29,,,0.5184639663335087,
6.3,,0.04859436611727327,0.5185165702261968,0.027854519452660317
6.31,,,0.518726985796949,
6.32,,,0.5188321935823251,
6.33,,,0.5188847974750131,
6.34,,,0.5189637033140453,
6.36,,,0.5190426091530773,
6.37,,,0.5191215149921095,
6.38,,,0.5191741188847975,
6.39,,,0.5192793266701736,
6.4,,0.04860855011205356,0.5193319305628616,0.028439561868235447
6.41,,,0.5194634402945818,
6.42,,,0.5195423461336139,
6.43,,,0.519673855865334,
6.45,,,0.5197001578116781,
6.46,,,0.5197527617043661,
6.47,,,0.5198053655970541,
6.48,,,0.5199105733824303,
6.49,,,0.5199368753287743,
6.5,,0.04862273410683385,0.5200157811678064,0.02921961842233562
6.51,,,0.5201472908995266,
6.52,,,0.5201998947922146,
6.54,,,0.5202261967385586,
6.55,,,0.5202788006312468,
6.56,,,0.5204103103629668,
6.57,,,0.5204366123093109,
6.58,,,0.520541820094687,
6.59,,,0.5205944239873751,
6.6,,,0.5206996317727511,0.02996717262001495
6.61,,,0.5207259337190953,
6.62,,,0.5207522356654393,
6.63,,,0.5207785376117833,
6.64,,,0.5208574434508153,
6.65,,,0.5209363492898474,
6.66,,,0.5210152551288796,
6.67,,,0.5210415570752236,
6.68,,,0.5211467648605996,
6.69,,,0.5211730668069438,
6.7,,0.04863691810161414,0.5212782745923198,0.03051971267916924
6.71,,,0.5213571804313519,
6.72,,,0.521436086270384,
6.73,,,0.5215149921094161,
6.74,,,0.5216201998947922,
6.75,,,0.5216728037874803,
6.76,,,0.5218043135192004,
6.77,,,0.5219095213045766,
6.78,,,0.5219621251972646,
6.79,,,0.5220410310362967,
6.8,,0.04865110209639443,0.5221199368753288,0.03123476452042773
6.81,,,0.5221725407680168,
6.82,,,0.5222251446607049,
6.83,,,0.5222777485533929,
6.84,,,0.5223303524460811,
6.85,,,0.5224355602314571,
6.86,,,0.5225407680168332,
6.87,,,0.5226459758022094,
6.88,,,0.5228037874802736,
6.89,,,0.5229089952656497,
6.9,,,0.5229879011046817,0.03188481164884454
6.91,,,0.5230142030510258,
6.92,,,0.5231457127827459,
6.93,,,0.5231983166754339,
6.94,,,0.5232509205681221,
6.95,,,0.5233561283534982,
6.96,,,0.5234087322461862,
6.97,,,0.5234876380852183,
6.98,,,0.5235928458705944,
6.99,,,0.5236717517096265,
7.0,0.053067516722408024,0.05823948256787041,0.5288795370857443,0.032599863490103034
7.01,,,0.5290110468174645,
7.02,,,0.5291425565491846,
7.03,,,0.5292740662809048,
7.04,,,0.5293003682272488,
7.05,,,0.529405576012625,
7.06,,,0.529458179905313,
7.07,,,0.5295107837980011,
7.08,,,0.5295370857443451,
7.09,,,0.5296422935297213,
7.1,,,0.5296685954760653,0.033184905905678165
7.11,,,0.5296948974224093,
7.12,,,0.5298001052077854,
7.13,,,0.5298527091004734,
7.14,,,0.5299053129931615,
7.15,,,0.5299316149395055,
7.16,,,0.5299842188321936,
7.17,,,0.5301420305102578,
7.18,,,0.5303261441346659,
7.19,,,0.53035244608101,
7.2,,,0.5303787480273541,0.033997464816199176
7.21,,,0.5304050499736981,
7.23,,,0.5304313519200421,
7.24,,,0.5304839558127301,
7.25,,,0.5305628616517623,
7.26,,,0.5306154655444503,
7.27,,,0.5306417674907943,
7.28,,,0.5306943713834824,
7.29,,,0.5308258811152026,
7.3,,,0.5308784850078906,0.03428998602398674
7.31,,,0.5309047869542346,
7.32,,,0.5309836927932667,
7.33,,,0.5310625986322988,
7.34,,,0.5311152025249869,
7.36,,,0.5311941083640189,
7.37,,,0.5312993161493951,
7.38,,,0.5314308258811152,
7.39,,,0.5315886375591794,
7.4,,,0.5316412414518674,0.035070042578086914
7.41,,,0.5317201472908996,
7.42,,,0.5317464492372436,
7.43,,,0.5318516570226197,
7.44,,,0.5319305628616517,
7.45,,,0.5320620725933719,
7.46,,,0.532140978432404,
7.47,,,0.5322987901104682,
7.48,,,0.5323250920568122,
7.49,,,0.5324039978958442,
7.5,,,0.5324566017885324,0.03594760620144961
7.51,,,0.5325355076275644,
7.52,,,0.5326407154129406,
7.53,,,0.5327459231983167,
7.55,,,0.5328511309836927,
7.56,,,0.5329300368227249,
7.57,,,0.5329826407154129,
7.58,,,0.533008942661757,
7.59,,,0.5331141504471331,
7.6,,,0.5331404523934771,0.03653264861702474
7.61,,,0.5331667543398212,
7.62,,,0.5331930562861652,
7.63,,,0.5332456601788532,
7.64,,,0.5332719621251972,
7.65,,,0.5332982640715412,
7.66,,,0.5333245660178854,
7.67,,,0.5333508679642294,
7.68,,,0.5334034718569174,
7.69,,,0.5334560757496055,
7.7,,0.058253666562650706,0.5334823776959495,0.037247700458283226
7.71,,,0.5335086796422935,
7.72,,,0.5335875854813256,
7.73,,,0.5336664913203577,
7.74,,,0.5337190952130457,
7.75,,,0.5337453971593898,
7.76,,,0.5337980010520779,
7.79,,,0.533929510783798,
7.8,,,0.533982114676486,0.037832742873858356
7.81,,,0.5340347185691742,
7.82,,,0.5340610205155182,
7.83,,,0.5341399263545502,
7.84,,,0.5342188321935823,
7.85,,,0.5342714360862704,
7.86,,,0.5344029458179905,
7.87,,,0.5344555497106785,
7.88,,,0.5345081536033667,
7.89,,,0.5345344555497107,
7.9,,,0.5346396633350868,0.03874280885364189
7.92,,,0.5346922672277749,
7.94,,,0.5347448711204629,
7.95,,,0.534797475013151,
7.96,,,0.534850078905839,
7.97,,,0.534876380852183,
7.98,,,0.5350341925302472,
7.99,,,0.5351130983692793,
8.0,0.06430288461538461,0.06747326316983915,0.5406891109942136,0.03936035362563786
8.01,,,0.5407680168332457,
8.02,,,0.5407943187795897,
8.03,,,0.5408469226722777,
8.04,,,0.5409784324039979,
8.05,,,0.54105733824303,
8.06,,,0.5411099421357181,
8.07,,,0.5411362440820621,
8.08,,,0.5412151499210942,
8.09,,,0.5412677538137822,
8.1,,,,0.04014041017973803
8.11,,,0.5413203577064702,
8.12,,,0.5413992635455024,
8.13,,,0.5414781693845344,
8.15,,,0.5415044713308785,
8.16,,,0.5416359810625986,
8.17,,,0.5416622830089427,
8.18,,,0.5417411888479747,
8.2,,,0.5418463966333509,0.04085546202099652
8.21,,,0.542004208311415,
8.22,,,0.5421094160967912,
8.23,,,0.5421357180431352,
8.24,,,0.5421883219358232,
8.25,,,0.5422409258285114,
8.27,,,0.5423987375065755,
8.29,,,0.5424776433456076,
8.3,,,0.5425828511309837,0.04144050443657165
8.31,,,0.5426354550236717,
8.34,,,0.5427143608627039,
8.36,,,0.5427669647553919,
8.38,,,0.5427932667017359,
8.39,,,0.542872172540768,
8.4,,,0.542924776433456,0.04199304449572594
8.41,,,0.5429773803261442,
8.42,,,0.5430562861651762,
8.44,,,0.5431351920042083,
8.45,,,0.5432140978432404,
8.46,,,0.5432403997895844,
8.47,,,0.5433193056286165,
8.49,,,0.5433456075749605,
