value,emory_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
76.0,0.0010126539763042328,0.0008551484320988928,0.0008669839739992827,0.0004767840780753905,0.000984595142810153
77.0,0.0013250149043184738,0.0010937645104371963,0.001040820862186956,0.0006152911845553921,0.0012301957129543337
78.0,0.0016760011083774866,0.0013646260047671622,0.0012344619528263897,0.0008416970316861642,0.0015503535990351407
79.0,0.0021546186593670493,0.0017322237470721162,0.0015271240557246247,0.0010867480662277056,0.001947261663286004
80.0,0.0028532323478290076,0.0021720512211983946,0.0019056043692471543,0.0014143706450169405,0.002480127186009539
81.0,0.0036996297011579185,0.0027421501759309895,0.002433716434627428,0.0018778367320846385,0.003078778575735979
82.0,0.004816403986800232,0.0034231733616749043,0.003126863520439037,0.0024611647382215686,0.003866016117537416
83.0,0.0062069139244120145,0.004445997956930443,0.003982845159742897,0.003350806537535426,0.0048506112603475685
84.0,0.0081230634881983,0.005773219279147276,0.0051424912366404155,0.004498817362398517,0.0060917712844690535
85.0,0.010726071221650308,0.0073816206288114085,0.006469372800908353,0.005899870016407765,0.00793816128501727
86.0,0.013943724652162596,0.00938857532013249,0.008339769699130155,0.007857614694538557,0.010144180691848035
87.0,0.01819418437691552,0.01210105971335115,0.010799891737026597,0.010087046389226278,0.012918151417137218
88.0,0.02316173074823877,0.015353977278590076,0.014060983740749787,0.013096912356964776,0.01647058823529412
89.0,0.029425742906803925,0.019538142457668217,0.01803282656579726,0.016793986660700207,0.020858505564387918
90.0,0.03715247747558631,0.024968270510664203,0.023219327141219367,0.021623090200089498,0.02643276136176745
91.0,0.04664757794328802,0.031613405838226034,0.029514863053940046,0.027584222975132647,0.03336220601940683
92.0,0.05816966572342623,0.03992369444759733,0.03726270714645648,0.0352687037865712,0.04214023353982786
93.0,0.07270788375471271,0.05046407602695201,0.046986570550270765,0.04497485563297748,0.05341593114412587
94.0,0.08996834406724157,0.06427672242114062,0.0593972040867072,0.05733395128811609,0.06750068526944794
95.0,0.11138521995415347,0.0817021452230351,0.07470805304885697,0.07272422169660551,0.08503042596348884
96.0,0.13736323713400453,0.10378767554404465,0.09340542063025774,0.09240022161137036,0.1074897209582808
97.0,0.1696892344638224,0.13158322412885784,0.11569395025624438,0.11720631166229836,0.13523600679787293
98.0,0.20831954858807822,0.16647534386511614,0.1430149477719172,0.1477790918195572,0.16961789375582478
99.0,0.2543591982736181,0.20927661923580942,0.17645104291130578,0.1841478616633638,0.21112658297242476
100.0,0.30999638937636975,0.2602579117352677,0.21621128003362314,0.22833961942508896,0.26193300805876873
101.0,0.3750950937502624,0.31957657899353026,0.26290958941487386,0.28027712075688804,0.32051312976262264
102.0,0.44743687706246377,0.38548878891376803,0.3156195744737033,0.3396407338745765,0.38745024943807904
103.0,0.5219282409545482,0.4552923756358796,0.3761808255711862,0.405098659677385,0.4580647990789979
104.0,0.5949232952398545,0.5257640873773385,0.44142687078197995,0.47624336764047814,0.529001699468231
105.0,0.6625662297532181,0.5936071528071569,0.5103961060537046,0.5488930085874406,0.5953335891672605
106.0,0.7226268546430101,0.6573692383890706,0.5793653413254293,0.6204239382897568,0.6554947645414176
107.0,0.7750799795118101,0.7156508930690413,0.6455047761134913,0.68724029917535,0.7084940518611919
108.0,0.8190053151738558,0.7673222374707211,0.706374092582446,0.7477785590999169,0.7547349377775341
109.0,0.8547118638375052,0.8118067235561792,0.76097207827501,0.7993111935050822,0.7941757579080094
110.0,0.883286171311496,0.8486658136679289,0.8077342011974941,0.8414226810714057,0.8281782796995779
111.0,0.9065402668502767,0.8785005623600549,0.8473073986299893,0.8752184150525262,0.856459623924127
112.0,0.9251391769457483,0.9025685408562318,0.8797664864484244,0.9020594941294295,0.8803201578860808
113.0,0.9398033469641373,0.9216346104237821,0.9058486210773926,0.9226837350039421,0.9004045830820678
114.0,0.9517687857388764,0.9365126453623352,0.9265858215113247,0.9395176756376654,0.917375143906584
115.0,0.9614351809090375,0.9484047547800605,0.9428780787283062,0.9518128449359671,0.9316879557041828
116.0,0.9691014585240106,0.95795971644671,0.9556077799709098,0.9618226469773488,0.943163203771723
117.0,0.9754410418748373,0.9655115928719573,0.9657035222874294,0.9698081143855611,0.9528907406392193
118.0,0.9805194259948108,0.9718910259717478,0.9734073570411641,0.9761314965160135,0.9608727591689052
119.0,0.984479356469314,0.9769974100481875,0.9794058299171085,0.981184342304332,0.9675105531494984
120.0,0.9877188415775906,0.980986812914676,0.984084022629602,0.9852063755886552,0.9731155090181459
121.0,0.9902681097965456,0.98433646672789,0.9876751846741879,0.9885119009567644,0.9779288416205252
122.0,0.9922329607953448,0.9870811965371002,0.9905203884264241,0.9909517569093738,0.981832136396031
123.0,0.9937561401593712,0.9893822294222653,0.9925910278161025,0.9928455752306676,0.9851477440929773
124.0,0.995092910582486,0.9912872885990528,0.994371205569822,0.9943691534019476,0.9879239076805
125.0,0.9961273962365547,0.9928686037992839,0.9955770614524402,0.9954878646465938,0.9901847486431665
126.0,0.9969032604771061,0.9942151723710957,0.9965276631701248,0.9964654051865585,0.9920179814703142
127.0,0.9975044712955421,0.9953966444130302,0.9972736214624743,0.9973443925930662,0.9936121923140179
128.0,0.9979595778089392,0.9963446596431851,0.9978721484699054,0.9979303841974045,0.994831423715805
129.0,0.9983659828873234,0.997199808075284,0.9983386474609912,0.9983405783204415,0.9957831259251138
130.0,0.9986699470161974,0.9976654318822036,0.9988161487867726,0.998689509684843,0.996574749191382
131.0,0.9989403239485108,0.9980975204564919,0.9990780043525236,0.9989558695049969,0.9972633079326791
132.0,0.9991536026466711,0.9984896247149505,0.9993134543150056,0.9991556393701123,0.9979080094293076
133.0,0.9993450496670669,0.9988249770412638,0.9994608855999243,0.9994006904046538,0.998364124773861
134.0,0.9994810778131377,0.9990829403691971,0.9996017154840258,0.9995711606895523,0.9988202401184145
135.0,0.9995902362019599,0.999315107364337,0.9997271420995535,0.9997096677960323,0.9991403980044954
136.0,0.9997128294694063,0.9995227678433234,0.9998129603101779,0.9998028937330862,0.9994057343347404
137.0,0.9997934387411519,0.9996569087738487,0.9998723729175331,0.9998641564917216,0.9996359848692505
138.0,0.9998774067325535,0.999787180254455,0.9999185827232538,0.9999280828485585,0.9997872923633573
139.0,0.9999345049667067,0.999891655402268,0.9999625920620355,0.9999707004197831,0.9998969354750288
140.0,1.0,1.0,1.0,1.0,1.0
