value,emory_probability,jhu_probability,mimic_probability,nu_probability,rush_probability,sunnybrook_probability,umn_probability,upenn_probability
154,0.9146825281526156,0.9211058363726111,0.9516984430359743,0.9431317357148074,0.9257694225768532,0.9323357696677534,0.9556977615928408,
155,0.9241485035772743,0.9298045159791868,,,,,,0.9354320043541464
156,,,0.9582537830257102,0.9501805927950674,0.9349319185694439,0.9411942223549604,0.9612659888136982,
157,0.9328308131225295,0.9377743350189118,,,,,,0.9430767004939752
158,,,0.964062220909038,0.9564636780002296,0.9432717824956364,0.949045961801042,,
159,0.9406802009527406,0.9450118339594301,,,,,0.9685083845275577,
160,,,,,0.9510005165105261,0.9560095165982918,,0.9531407036906903
161,,,0.9712054052857608,0.9646518033197359,,,,
162,0.9509968080558195,0.9548771622273791,,,,,0.9744116289342921,
163,,,,,0.9597834217931821,,,0.9615180263040048
164,,,,0.971329250607714,,0.9672627147258519,,
165,0.9596569801468543,0.9625727347021444,0.9786960458456851,,,,,
166,,,,,0.9673318223916219,,0.9807535608381882,0.9684723973296405
167,,,,,,0.973968157917515,,
168,0.9669825404665745,0.9695117703512102,,0.97860554402145,,,,
170,,,,,0.9752887561001674,,,0.9759429276123156
171,,,0.9865120083430664,,,,,
172,0.9747882068247005,0.9766907717446154,,,,,0.98747622884105,
173,,,,,,0.983591587901038,,
174,,,,0.986262010829308,,,,
176,,,,,0.9840271346133296,,,0.9840614816498908
178,0.983337691644633,0.9846178183843008,,,,,,
179,,,0.9928655663715948,,,,,
181,,,,,,0.9913318168951591,,
182,,,,,,,0.9938427786212246,
183,,,,0.9932470188104454,,,,
185,,,,,0.9917514159512699,,,
186,,,,,,,,0.9919438645805345
188,0.9915980059688111,0.992277537523739,,,,,,
293,,,,,1.0,,,
298,,,1.0,,,,,
299,,,,,,1.0,,
300,1.0,1.0,,1.0,,,1.0,1.0
