value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
26.3,,0.9167634643170808,0.9229980827465104,,,,,,,
26.7,,,,,0.9147805685895667,,,,,
26.786,,,,,,,,,0.9308336863220523,
27,0.900048567265663,,,,,,0.9331362196409715,,,0.9146839015876294
27.1,,,,0.9031768328154486,,,,,,
28.8,,,,,,,,0.8785982478097623,,
30,,,,,,0.9630935064537367,,,,
30.7,,0.9431538091055897,,,,,,,,
30.8,,,0.9509935673457686,,,,,,,
30.9,,,,,0.9459632900910847,,,,,
31.25,,,,,,,,,0.9543013501209899,
31.5,,,,,,,,,,0.9432413881076616
31.8,,,,,,,0.9515100316789863,,,
31.9,,,,0.9266306275628201,,,,,,
32,0.9285089849441477,,,,,,,,,
32.48,,,,,,,,0.9236545682102628,,
39.8,,,,,,,,0.9699624530663329,,
40,0.9534482758620689,0.9692041816584979,0.9788492895411134,0.9499141588274521,0.9768768975986751,0.9890615669642173,0.9729250263991552,,0.9777300634405932,0.9713716462062724
42.1,,,,,,0.9913398968014576,,,,
42.16,,,,,,,,0.9762202753441802,,
42.7,,,0.9831066673833969,,0.9815967430306376,,,,,
42.857,,,,,,,,,0.982277531902877,
43.1,,,,,,,,,,0.9771645396360662
44,,,,,,,0.9787750791974656,,,
44.22,,,,,,,,0.9824780976220275,,
44.72,,0.9753236818993115,,,,,,,,
45,0.9641330743079165,,,,,,,,,
45.3,,,,,,0.9934681753456539,,,,
45.68,,,,0.9599313270619617,,,,,,
46.8,,,,,0.9861095776980403,,,,,
47.368,,,,,,,,,0.9866935424974074,
47.5,,,0.9872565356842087,,,,,,,
48.4,,,,,,,,,,0.9828399958694504
48.74,,,,,,,,0.9874843554443054,,
50,,,,,,,0.9837170010559662,,,
50.9,,,,,,0.9956393256878627,,,,
52,0.9724623603691113,,,,,,,,,
53,,0.9815848372382922,,,,,,,,
54,,,,,0.9907121170300855,,,,,
54.2,,,,0.9699626839200329,,,,,,
54.897,,,,,,,,,0.9910900778522705,
54.92,,,,,,,,0.9937421777221527,,
57,,,0.9915820029027577,,,,,,,
58.4,,,,,,,,,,0.9885417742330642
61,,,,,,,0.9889545934530095,,,
62.2,0.9811801845556095,,,,,,,,,
65.3,,,,0.9799940407781041,,,,,,
68,,0.9875485168711222,,,,,,,,
69.18,,,,,,0.9978104760300716,,,,
71.4,,,,,0.9953698592326801,,,,,
71.607,,,,,,,,,0.9955450389261353,
75.96,,,,,,0.9982483808240572,,,,
76,,,0.995674532781451,,,,,,,
76.9,,,,,0.996301407673199,,,,,
80,0.990675084992715,,0.9966134494436382,,,,0.9941288278775079,,0.9967476349755829,
80.62,,,,0.9899828317654904,,,,,,
82.7,,,,,0.9972329561137179,,,,,
83.3,,,,,,,,,,0.9942678499476595
83.42,,,,,,0.998686285618043,,,,
84,0.9928848955803788,,,0.9921536911704195,,,0.9953748680042238,,,
84.299,,,,,,,,,0.9973270233556811,
85,,,0.9974950276837069,,,,,,,
86.6,,,,,,,,1.0,,
87,,0.9936963481315693,,,,,,,,
88,0.994439048081593,,,0.9943245505753486,,,,,,
88.9,,,,,0.9982266077836047,,,,,
89,,,,,,,0.9965786694825766,,,
90,,0.9950987336034224,0.9984124424375996,,,,,,,0.9954624697042405
91,,,,,,0.9991272526833153,,,,
91.73,,,,,,,,,0.9982180155704541,
91.8,,,,0.9960129967791824,,,,,,
92,,,,,,,0.9976979936642028,,,
93,0.9963331714424478,,,,,,,,,
93.3,,,,,0.999109853712393,,,,,
94,,0.9965152845850922,0.999208013044491,,,,,,,
96,,0.9977051874096948,,,,,,,,0.9966267177720949
96.3,,,,0.9980277813249336,,,,,,
96.6,,,,,,,0.998817317845829,,,
97,0.9983729966002914,,,,,,,,,
97.5,,,,,,0.9995743442911608,,,,
99,,0.9989517522735644,,,,,,,,
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
