value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,umn_probability,upenn_probability
137,0.989815232115918,,,0.984337342616761,,,0.9885490616921062,,
138,,,0.9913026611405255,,,,,0.9906002836734179,
140,,,,,0.9906210622490252,,,,
141,,,,,,0.995632555062216,,,
142,,,,0.9896061713865484,,,,,
143,,,,,,,0.9938122547539994,,0.9953281745866494
144,0.9948769616382765,0.9955987575144106,,,,,,,
145,,,0.9955900391843472,,,,,0.995079199990128,
147,,,,,0.9952087859198917,,,,
151,,,,0.9948334148363914,,,,,
280,,,,,,1.0,,,
300,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
