value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,umn_probability,upenn_probability
44.8,,,,,,,,0.015537218431985364,
44.999,,,0.01816073656466285,0.011963354612348326,,,,,
45.2,,0.012119718676032076,,,,,,,
45.3,,,,,,,0.013714678139328203,,
45.5,,,,,,0.03839202243689623,,,
46.4,0.03540081457392732,,,,,,,,
46.799,,,,,0.028491171749598716,,,,0.02903533438547131
46.999,,,,,,,,0.023417311430422687,
47,,,0.026478210696492064,,,,,,
47.1,,,,0.017811022854636715,,,,,
47.2,,0.018081236704141863,,,,,0.0204339951658621,,
48.2,,,,,,0.05148021190401995,,,
48.399,0.04702743661793957,,,,,,,,
48.6,,,,,0.037638963200760954,,,,
48.625,,,,,,,,0.03094294317185654,0.03861632120109051
48.7,,,,,,,0.0270388548883368,,
48.799,,,,0.02397543979338239,,,,,
48.988,,,0.03499122809433448,,,,,,
49,,0.02464184547076098,,,,,,,
49.999,0.05875666971868784,,0.04373834658529129,0.029611942238032585,,,,0.038720128063421885,0.04826006891452731
50,,0.030101483710383712,,,0.04693537839605255,0.06382050483016516,0.03369084408895352,,
62.399,0.2050405708332018,,,,,,,,
62.5,,,,,,0.22798379557494547,,,
62.999,,,,,0.19115985969918553,,,,
63.299,,,,,,,,,0.19440417712043817
63.999,,,0.19143134916591156,,,,,,
64.099,,,,,,,,0.18068948431604223,
64.7,,,,,,,0.17529472755795242,,
65,,0.17391491102937354,,,,,,,
65.199,,,,0.17100368727969723,,,,,
70.4,,,,,,0.38878155188532254,,,
70.899,0.3511113566760332,,,,,,,,
71.599,,,,,0.3345743415968135,,,,
72.099,,,,,,,,,0.34096005804617674
72.699,,,0.3326108330969371,,,,,,
72.899,,,,,,,,0.3215592483896787,
73.6,,0.31585194094095675,,,,,0.31578096911672626,,
73.999,,,,0.31306953852151453,,,,,
77.9,,,,,,0.5508258024306638,,,
78.899,0.4974610341089677,,,,,,,,
79.699,,,,,0.47808542892812556,,,,
80.099,,,,,,,,,0.48716692714990517
80.599,,,0.4767289742791752,,,,,,
80.999,,,,,,,,0.46274535960666235,
81.6,,,,,,,0.457984070236388,,
81.7,,0.45896680585164706,,,,,,,
81.899,,,,0.4533161151990644,,,,,
86.5,,,,,,0.7129947023995014,,,
87.999,0.6432792388890642,,,,,,,,
88.599,,,,,0.6209722965340942,,,,
88.899,,,,,,,,,0.6330278459388341
89.299,,,0.6212354478629324,,,,,,
89.599,,,,,,,,0.6045260509966841,
89.8,,,,,,,0.5968073144950077,,
89.975,,,,0.592921072722252,,,,,
90.1,,0.6006913281050421,,,,,,,
99.999,0.7888369694482156,,0.7651938494757513,0.7337524162240306,0.7637997146424113,,,0.7453195868430079,
100,,0.7428657335922612,,,,0.8742287316921159,0.7366808728379352,,0.7782672787640084
103,,,,,,0.8997195387971331,,,
104.4,,0.7943875371040632,,,,,,,
104.508,,,,,,,,,0.8226361720138441
104.825,,,,,,,,0.7962629111560011,
104.999,0.8310916764015618,,0.8148012481719459,0.7887367412244367,,,,,
105,,,,,,,0.7923475193062541,,
105.099,,,,,0.8117308721241305,,,,
108,,,,,,0.926643814272359,,,
110,,0.8463524416903854,,,,,,,
110.199,,,,,,,,,0.8671657943922373
110.799,,,,0.8407160144892224,,,,,
110.899,,,,,,,,0.8473529748065709,
110.999,0.8736857891579579,,0.8610871654764233,,,,,,
111,,,,,,,0.8444255926531876,,
111.399,,,,,0.8588520302003448,,,,
114,,,,,,0.9503272047366781,,,
117.7,,0.8976798233021429,,,,,,,
118.099,,,,,,,,,0.9113509972094361
118.799,,,,0.8938566996410181,,,,,
118.999,,,0.9070536036420622,,,,,,
119.099,,,,,,,,0.8981952967183748,
119.39,,,,,,,0.8945444262659314,,
120.202,,,,,0.9054307116104869,,,,
120.299,0.9155326829370968,,,,,,,,
124,,,,,,0.9745091928949828,,,
127,,,,,,0.9798691181053287,,,
130.2,,0.9484917608068056,,,,,,,
131.799,,,,0.9468105842795186,,,,,
131.84,,,,,,0.984730445621689,,,
132.599,,,,,,,,,0.9556923368943765
133.099,,,0.9531164363754541,,,,,,
133.1,,,,,,,0.9471678550027941,,
133.399,,,,,,,,0.9492205663757289,
134.5,,0.9588322930254535,,,,,,,
135.399,,,,,0.9526484751203852,,,,
136.198,0.9577373998884434,,,0.9575313093903806,,,,,
137,,,,,,,0.9582096184532105,,
137.599,,,,,,,,,0.9645798923267914
137.698,,,0.9624997590135806,,,,,,
138.12,,,,,,,,0.9593779776651294,
139.32,,,,,,0.9897787472732938,,,
140,,0.9691072643708304,,,,,,,
140.699,,,,,0.962138101183045,,,,
141.799,0.9661909723318495,,,,,,,,
141.898,,,,0.9681302080795283,,,,,
142.5,,,,,,,0.9683222579059699,,
143.998,,,0.9723485297074287,,,,,0.9695696916568205,
144.298,,,,,,,,,0.9734689785128117
147.399,,,,,0.9716425896201177,,,,
148.2,,0.9794613609080859,,,,,,,
148.998,0.974710321093676,,,,,,,,
150.088,,,,0.9787209850072284,,,,,
151.4,,,,,,,0.9789196577053331,,
152.398,,,0.981258141898312,,,,,,
153.098,,,,,,,,0.979727102946221,
153.559,,,,,,,,,0.9822769347577506
157.098,,,,,0.9810876285595387,,,,
158.82,,,,,,0.994889373636647,,,
158.998,0.983179679853503,,,,,,,,
164.8,,0.9897318108139269,,,,,,,
164.898,,,,0.9893686142650618,,,,,
165.8,,,,,,,0.989449729678779,,
168.898,,,0.9906304480144096,,,,,,
169.643,,,,,,,,0.9898654571787933,
171.458,,,,,,,,,0.9911553056685337
172.98,,,,,0.9905252363117532,,,,
179.498,0.9915569517675412,,,,,,,,
336.112,,,,1.0,,,,,
393.396,,,1.0,,,,,,
571.994,,,,,,,,,1.0
606.694,,,,,1.0,,,,
647.993,1.0,,,,,,,,
668.992,,,,,,,,1.0,
669.89,,,,,,,1.0,,
1027,,1.0,,,,,,,
1028.8,,,,,,1.0,,,
